ID_NOTA_JUAL,ID_USERS,KD_LOKASI,WAKTU_NOTA,TOTAL_JUAL_BARANG,SUB_TOTAL_JUAL,SUB_TOTAL_BELI,GROSS_PROFIT,PAJAK,GRAND_TOTAL
NTJLC3ECDF7AC9FC,TOKOeLig,TOKOeLig,2024-02-16 08:24:07,23,920000,373637.86427787936,546362.1357221206,101200.0,1021200.0
NTJLD1784A0CE9F8,TOKOeLig,TOKOeLig,2024-02-16 16:18:00,28,1120000,454863.48694698355,665136.5130530165,123200.0,1243200.0
NTJL335ADCD248E1,TOKOrvYu,TOKOjtqG,2024-02-16 12:07:27,3,120000,48735.373601462525,71264.62639853748,13200.0,133200.0
NTJL56315D08C21B,TOKOrvYu,TOKOjtqG,2024-02-16 10:01:12,3,120000,48735.373601462525,71264.62639853748,13200.0,133200.0
NTJL34946243A58E,TOKOrvYu,TOKOjtqG,2024-02-16 11:12:17,12,480000,194941.4944058501,285058.50559414993,52800.0,532800.0
NTJLCD6CEC4CA259,TOKOrvYu,TOKOjtqG,2024-02-16 10:22:22,18,720000,292412.24160877516,427587.75839122484,79200.0,799200.0
NTJL36CEA7CD5C32,TOKOrvYu,TOKOjtqG,2024-02-16 15:06:41,18,720000,292412.24160877516,427587.75839122484,79200.0,799200.0
NTJL9F0B6CB310E0,TOKOu8EU,TOKOk3CZ,2024-02-16 09:16:54,27,1080000,438618.3624131627,641381.6375868373,118800.0,1198800.0
NTJL835F9957E170,TOKOu8EU,TOKOk3CZ,2024-02-16 13:03:45,13,520000,211186.61893967094,308813.38106032903,57200.0,577200.0
NTJL87F3B5C07706,TOKOeLig,TOKOeLig,2024-02-16 16:06:45,29,957000,872710.5753623189,84289.4246376811,105270.0,1062270.0
NTJL654FDE541056,TOKOeLig,TOKOeLig,2024-02-16 08:49:43,11,363000,331028.1492753623,31971.850724637683,39930.0,402930.0
NTJL937EFC504B18,TOKOeLig,TOKOeLig,2024-02-16 16:34:05,13,429000,391215.0855072464,37784.914492753625,47190.0,476190.0
NTJLDA368DFB5D5A,TOKOrvYu,TOKOjtqG,2024-02-16 20:55:45,1,33000,30093.46811594203,2906.531884057971,3630.0,36630.0
NTJL04018185C16D,TOKOrvYu,TOKOjtqG,2024-02-16 10:32:52,22,726000,662056.2985507246,63943.701449275366,79860.0,805860.0
NTJLD1467673EDCF,TOKOrvYu,TOKOjtqG,2024-02-16 13:15:47,5,165000,150467.34057971014,14532.659420289856,18150.0,183150.0
NTJL7601E6AD9630,TOKOu8EU,TOKOk3CZ,2024-02-16 16:49:21,16,528000,481495.48985507246,46504.51014492754,58080.0,586080.0
NTJLB029360EE9B5,TOKOu8EU,TOKOk3CZ,2024-02-16 14:59:41,26,858000,782430.1710144927,75569.82898550725,94380.0,952380.0
NTJL59312E7F43D7,TOKOu8EU,TOKOk3CZ,2024-02-16 13:28:46,1,33000,30093.46811594203,2906.531884057971,3630.0,36630.0
NTJL81C8EB9165FF,TOKOu8EU,TOKOk3CZ,2024-02-16 08:02:27,1,33000,30093.46811594203,2906.531884057971,3630.0,36630.0
NTJLADA096D0AB6B,TOKOeLig,TOKOeLig,2024-02-17 15:50:43,27,1080000,438618.3624131627,641381.6375868373,118800.0,1198800.0
NTJL99A81EA327AB,TOKOeLig,TOKOeLig,2024-02-17 15:15:50,28,1120000,454863.48694698355,665136.5130530165,123200.0,1243200.0
NTJL6DEC74B55825,TOKOeLig,TOKOeLig,2024-02-17 12:12:46,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJL15EF5EDD414D,TOKOrvYu,TOKOjtqG,2024-02-17 11:33:39,2,80000,32490.249067641682,47509.75093235832,8800.0,88800.0
NTJLDB990328092C,TOKOrvYu,TOKOjtqG,2024-02-17 13:12:55,29,1160000,471108.6114808044,688891.3885191956,127600.0,1287600.0
NTJL3AB3FEF280B7,TOKOrvYu,TOKOjtqG,2024-02-17 15:16:44,5,200000,81225.62266910421,118774.37733089579,22000.0,222000.0
NTJL908EAA33842C,TOKOu8EU,TOKOk3CZ,2024-02-17 17:33:47,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJLCE69DAFFC6FF,TOKOu8EU,TOKOk3CZ,2024-02-17 09:17:44,22,880000,357392.7397440585,522607.2602559415,96800.0,976800.0
NTJL1ACB8BBB169F,TOKOu8EU,TOKOk3CZ,2024-02-17 16:32:00,1,40000,16245.124533820841,23754.87546617916,4400.0,44400.0
NTJL77FF23C78DCF,TOKOu8EU,TOKOk3CZ,2024-02-17 14:09:17,21,840000,341147.6152102377,498852.3847897623,92400.0,932400.0
NTJL7CD0D7B11598,TOKOu8EU,TOKOk3CZ,2024-02-17 11:55:27,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJL306B63FEA1E2,TOKOeLig,TOKOeLig,2024-02-17 12:41:41,22,726000,660481.5202749141,65518.4797250859,79860.0,805860.0
NTJLAB72B7F03D31,TOKOeLig,TOKOeLig,2024-02-17 12:49:30,15,495000,450328.30927835056,44671.690721649444,54450.0,549450.0
NTJL82B38620963B,TOKOeLig,TOKOeLig,2024-02-17 18:36:22,4,132000,120087.54914089348,11912.450859106524,14520.0,146520.0
NTJLA55A21EB3150,TOKOeLig,TOKOeLig,2024-02-17 18:26:44,4,132000,120087.54914089348,11912.450859106524,14520.0,146520.0
NTJLB06831FB6803,TOKOeLig,TOKOeLig,2024-02-17 11:21:55,10,330000,300218.8728522337,29781.127147766296,36300.0,366300.0
NTJL3FA628CE5559,TOKOrvYu,TOKOjtqG,2024-02-17 11:32:08,19,627000,570415.8584192441,56584.14158075594,68970.0,695970.0
NTJLA387E73ABB5C,TOKOrvYu,TOKOjtqG,2024-02-17 11:58:43,3,99000,90065.6618556701,8934.3381443299,10890.0,109890.0
NTJL0E169D38F2C0,TOKOu8EU,TOKOk3CZ,2024-02-17 17:56:22,1,33000,30021.88728522337,2978.112714776631,3630.0,36630.0
NTJL7435C37E0E29,TOKOu8EU,TOKOk3CZ,2024-02-17 16:32:53,22,726000,660481.5202749141,65518.4797250859,79860.0,805860.0
NTJLE2B0521211EB,TOKOu8EU,TOKOk3CZ,2024-02-17 16:49:51,24,792000,720525.2948453608,71474.7051546392,87120.0,879120.0
NTJL615F4161D6C0,TOKOu8EU,TOKOk3CZ,2024-02-17 17:09:31,6,198000,180131.3237113402,17868.6762886598,21780.0,219780.0
NTJLE7B9DF99CAC7,TOKOeLig,TOKOeLig,2024-02-18 20:50:26,5,200000,81225.62266910421,118774.37733089579,22000.0,222000.0
NTJL8A57D31A5F00,TOKOeLig,TOKOeLig,2024-02-18 15:59:03,24,960000,389882.9888117002,570117.0111882999,105600.0,1065600.0
NTJL7FC7470A20A5,TOKOeLig,TOKOeLig,2024-02-18 17:41:38,18,720000,292412.24160877516,427587.75839122484,79200.0,799200.0
NTJLF21617A89700,TOKOrvYu,TOKOjtqG,2024-02-18 14:15:53,17,680000,276167.1170749543,403832.8829250457,74800.0,754800.0
NTJLC0D7059C39F1,TOKOrvYu,TOKOjtqG,2024-02-18 17:51:30,8,320000,129960.99627056673,190039.0037294333,35200.0,355200.0
NTJL764E2C52DE49,TOKOrvYu,TOKOjtqG,2024-02-18 08:55:45,14,560000,227431.74347349178,332568.25652650825,61600.0,621600.0
NTJL1CD25B117EC6,TOKOu8EU,TOKOk3CZ,2024-02-18 19:55:11,9,360000,146206.12080438758,213793.87919561242,39600.0,399600.0
NTJLEA323444B588,TOKOu8EU,TOKOk3CZ,2024-02-18 14:01:54,17,680000,276167.1170749543,403832.8829250457,74800.0,754800.0
NTJLE7D90A3B428B,TOKOu8EU,TOKOk3CZ,2024-02-18 20:49:02,20,800000,324902.49067641684,475097.50932358316,88000.0,888000.0
NTJL8DED1508D3A0,TOKOu8EU,TOKOk3CZ,2024-02-18 19:03:01,12,480000,194941.4944058501,285058.50559414993,52800.0,532800.0
NTJL0E9BD77AF43E,TOKOeLig,TOKOeLig,2024-02-18 10:45:05,1,33000,30021.88728522337,2978.112714776631,3630.0,36630.0
NTJL2DFD179D26FD,TOKOeLig,TOKOeLig,2024-02-18 20:13:05,15,495000,450328.30927835056,44671.690721649444,54450.0,549450.0
NTJL015BCE7401D1,TOKOeLig,TOKOeLig,2024-02-18 08:24:36,14,462000,420306.42199312715,41693.57800687285,50820.0,512820.0
NTJLA634FAA0A2D8,TOKOrvYu,TOKOjtqG,2024-02-18 18:21:37,14,462000,420306.42199312715,41693.57800687285,50820.0,512820.0
NTJLDE47FFF63272,TOKOrvYu,TOKOjtqG,2024-02-18 18:17:00,1,33000,30021.88728522337,2978.112714776631,3630.0,36630.0
NTJL827CEFC98A49,TOKOu8EU,TOKOk3CZ,2024-02-18 19:56:49,27,891000,810590.956701031,80409.04329896905,98010.0,989010.0
NTJL422B44CCC595,TOKOu8EU,TOKOk3CZ,2024-02-18 09:03:37,12,396000,360262.6474226804,35737.3525773196,43560.0,439560.0
NTJL63E24EBB06AF,TOKOu8EU,TOKOk3CZ,2024-02-18 08:00:41,5,165000,150109.43642611685,14890.563573883148,18150.0,183150.0
NTJL53CE778CB90A,TOKOu8EU,TOKOk3CZ,2024-02-18 11:18:25,2,66000,60043.77457044674,5956.225429553262,7260.0,73260.0
NTJL315369E5B5A4,TOKOeLig,TOKOeLig,2024-02-19 10:36:20,4,160000,64980.498135283364,95019.50186471664,17600.0,177600.0
NTJL260DE1976AD4,TOKOeLig,TOKOeLig,2024-02-19 18:11:29,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJL11A98643C3F4,TOKOeLig,TOKOeLig,2024-02-19 12:22:32,20,800000,324902.49067641684,475097.50932358316,88000.0,888000.0
NTJL077240F6CF3E,TOKOeLig,TOKOeLig,2024-02-19 08:55:58,19,760000,308657.366142596,451342.633857404,83600.0,843600.0
NTJL2BEFEA5076CF,TOKOeLig,TOKOeLig,2024-02-19 16:19:16,3,120000,48735.373601462525,71264.62639853748,13200.0,133200.0
NTJL433790CF9579,TOKOrvYu,TOKOjtqG,2024-02-19 14:56:45,18,720000,292412.24160877516,427587.75839122484,79200.0,799200.0
NTJL111D2BEFEC07,TOKOrvYu,TOKOjtqG,2024-02-19 12:03:14,23,920000,373637.86427787936,546362.1357221206,101200.0,1021200.0
NTJL84D406D13862,TOKOrvYu,TOKOjtqG,2024-02-19 11:13:45,26,1040000,422373.2378793419,617626.7621206581,114400.0,1154400.0
NTJL120454DBF4BE,TOKOrvYu,TOKOjtqG,2024-02-19 13:57:54,9,360000,146206.12080438758,213793.87919561242,39600.0,399600.0
NTJLA6C40C3F40E5,TOKOu8EU,TOKOk3CZ,2024-02-19 14:13:42,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJL3E5D212F7315,TOKOu8EU,TOKOk3CZ,2024-02-19 19:16:44,22,880000,357392.7397440585,522607.2602559415,96800.0,976800.0
NTJL9640142DB8DE,TOKOeLig,TOKOeLig,2024-02-19 17:29:32,17,561000,509528.32421746297,51471.67578253703,61710.0,622710.0
NTJL1FB863DFF410,TOKOeLig,TOKOeLig,2024-02-19 08:53:21,3,99000,89916.76309719935,9083.23690280065,10890.0,109890.0
NTJLC0707B2FEBB9,TOKOrvYu,TOKOjtqG,2024-02-19 10:39:11,9,297000,269750.289291598,27249.71070840198,32670.0,329670.0
NTJLE1A4F8D59F32,TOKOrvYu,TOKOjtqG,2024-02-19 11:45:16,13,429000,389639.3067545305,39360.693245469476,47190.0,476190.0
NTJL601F7CD6A9FB,TOKOu8EU,TOKOk3CZ,2024-02-19 12:36:57,26,858000,779278.613509061,78721.38649093895,94380.0,952380.0
NTJL27D23AE5C496,TOKOu8EU,TOKOk3CZ,2024-02-19 08:26:58,10,330000,299722.54365733115,30277.456342668855,36300.0,366300.0
NTJL7E2744B1904B,TOKOeLig,TOKOeLig,2024-02-20 09:33:01,7,280000,113715.87173674589,166284.12826325413,30800.0,310800.0
NTJLE3D5901DB947,TOKOeLig,TOKOeLig,2024-02-20 13:45:33,26,1040000,422373.2378793419,617626.7621206581,114400.0,1154400.0
NTJLDEFF193159C6,TOKOrvYu,TOKOjtqG,2024-02-20 19:51:25,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJLF6D86F438F26,TOKOrvYu,TOKOjtqG,2024-02-20 16:13:06,25,1000000,406128.11334552104,593871.886654479,110000.0,1110000.0
NTJL654D1C945DC1,TOKOrvYu,TOKOjtqG,2024-02-20 14:08:51,9,360000,146206.12080438758,213793.87919561242,39600.0,399600.0
NTJL2B2A48F039C4,TOKOrvYu,TOKOjtqG,2024-02-20 19:10:17,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJL89AD6239BA92,TOKOu8EU,TOKOk3CZ,2024-02-20 19:21:21,23,920000,373637.86427787936,546362.1357221206,101200.0,1021200.0
NTJL9FC8459A5431,TOKOu8EU,TOKOk3CZ,2024-02-20 14:39:46,2,80000,32490.249067641682,47509.75093235832,8800.0,88800.0
NTJL5B0AF9ACB53C,TOKOeLig,TOKOeLig,2024-02-20 10:31:02,17,561000,509528.32421746297,51471.67578253703,61710.0,622710.0
NTJL46D9BC56D58C,TOKOeLig,TOKOeLig,2024-02-20 15:39:59,7,231000,209805.7805601318,21194.219439868204,25410.0,256410.0
NTJL144A750837FC,TOKOeLig,TOKOeLig,2024-02-20 18:58:15,17,561000,509528.32421746297,51471.67578253703,61710.0,622710.0
NTJL06F338E51856,TOKOeLig,TOKOeLig,2024-02-20 19:12:02,10,330000,299722.54365733115,30277.456342668855,36300.0,366300.0
NTJL08A7F180E161,TOKOrvYu,TOKOjtqG,2024-02-20 16:16:41,6,198000,179833.5261943987,18166.4738056013,21780.0,219780.0
NTJL9D67643A9A51,TOKOrvYu,TOKOjtqG,2024-02-20 20:00:35,13,429000,389639.3067545305,39360.693245469476,47190.0,476190.0
NTJL0797CEA7D202,TOKOu8EU,TOKOk3CZ,2024-02-20 17:42:48,13,429000,389639.3067545305,39360.693245469476,47190.0,476190.0
NTJL6CFE47C2AAF4,TOKOu8EU,TOKOk3CZ,2024-02-20 12:23:45,2,66000,59944.50873146623,6055.4912685337695,7260.0,73260.0
NTJLBBADEE9E12C9,TOKOu8EU,TOKOk3CZ,2024-02-20 20:52:01,6,198000,179833.5261943987,18166.4738056013,21780.0,219780.0
NTJLE18FA181EDCF,TOKOu8EU,TOKOk3CZ,2024-02-20 12:12:44,1,33000,29972.254365733115,3027.7456342668847,3630.0,36630.0
NTJL76AFC20BA4CD,TOKOeLig,TOKOeLig,2024-02-21 11:41:35,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJL7BB89C812E19,TOKOeLig,TOKOeLig,2024-02-21 09:04:01,24,960000,389882.9888117002,570117.0111882999,105600.0,1065600.0
NTJL26DE94F17883,TOKOeLig,TOKOeLig,2024-02-21 08:49:10,11,440000,178696.36987202926,261303.63012797074,48400.0,488400.0
NTJLFC509738355F,TOKOeLig,TOKOeLig,2024-02-21 12:01:19,24,960000,389882.9888117002,570117.0111882999,105600.0,1065600.0
NTJLDBB80A688A46,TOKOeLig,TOKOeLig,2024-02-21 10:50:45,16,640000,259921.99254113346,380078.0074588666,70400.0,710400.0
NTJL0222707739EE,TOKOrvYu,TOKOjtqG,2024-02-21 08:44:10,19,760000,308657.366142596,451342.633857404,83600.0,843600.0
NTJLC85DE0D38F6C,TOKOrvYu,TOKOjtqG,2024-02-21 08:49:04,28,1120000,454863.48694698355,665136.5130530165,123200.0,1243200.0
NTJLAE3FE5F41435,TOKOu8EU,TOKOk3CZ,2024-02-21 08:33:45,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJL5E60568C8013,TOKOu8EU,TOKOk3CZ,2024-02-21 19:22:09,24,960000,389882.9888117002,570117.0111882999,105600.0,1065600.0
NTJL92180788B85C,TOKOu8EU,TOKOk3CZ,2024-02-21 18:28:20,16,640000,259921.99254113346,380078.0074588666,70400.0,710400.0
NTJL0FD522186227,TOKOu8EU,TOKOk3CZ,2024-02-21 10:00:23,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJL39C25C03AD05,TOKOu8EU,TOKOk3CZ,2024-02-21 19:38:43,16,640000,259921.99254113346,380078.0074588666,70400.0,710400.0
NTJL2909575B0748,TOKOeLig,TOKOeLig,2024-02-21 12:13:31,10,330000,299722.54365733115,30277.456342668855,36300.0,366300.0
NTJLA30E74C95CD4,TOKOeLig,TOKOeLig,2024-02-21 12:51:04,18,594000,539500.578583196,54499.42141680396,65340.0,659340.0
NTJLA02066D84A9C,TOKOeLig,TOKOeLig,2024-02-21 12:15:36,8,264000,239778.03492586492,24221.965074135078,29040.0,293040.0
NTJL06B170E1AC05,TOKOeLig,TOKOeLig,2024-02-21 18:15:55,1,33000,29972.254365733115,3027.7456342668847,3630.0,36630.0
NTJL1BCEFE34F42C,TOKOeLig,TOKOeLig,2024-02-21 14:07:46,9,297000,269750.289291598,27249.71070840198,32670.0,329670.0
NTJL3372023734BC,TOKOrvYu,TOKOjtqG,2024-02-21 19:12:44,7,231000,209805.7805601318,21194.219439868204,25410.0,256410.0
NTJLA0DD10C7C782,TOKOrvYu,TOKOjtqG,2024-02-21 15:50:34,10,330000,299722.54365733115,30277.456342668855,36300.0,366300.0
NTJL128C98F06E86,TOKOu8EU,TOKOk3CZ,2024-02-21 14:13:40,4,132000,119889.01746293246,12110.982537067539,14520.0,146520.0
NTJLC9FC0B8F9596,TOKOu8EU,TOKOk3CZ,2024-02-21 19:18:02,27,891000,809250.867874794,81749.13212520594,98010.0,989010.0
NTJLDC4CAA47AC39,TOKOu8EU,TOKOk3CZ,2024-02-21 16:54:32,19,627000,569472.8329489292,57527.167051070835,68970.0,695970.0
NTJL67E748A398E7,TOKOeLig,TOKOeLig,2024-02-22 08:50:08,18,720000,292412.24160877516,427587.75839122484,79200.0,799200.0
NTJL617C3D2DA683,TOKOeLig,TOKOeLig,2024-02-22 11:51:00,12,480000,194941.4944058501,285058.50559414993,52800.0,532800.0
NTJLC7E682BC1C4D,TOKOeLig,TOKOeLig,2024-02-22 15:47:26,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJL4C8E87209AB1,TOKOeLig,TOKOeLig,2024-02-22 16:08:16,14,560000,227431.74347349178,332568.25652650825,61600.0,621600.0
NTJLAEE6AF881EEF,TOKOeLig,TOKOeLig,2024-02-22 17:54:59,9,360000,146206.12080438758,213793.87919561242,39600.0,399600.0
NTJL9D4E377D88FF,TOKOrvYu,TOKOjtqG,2024-02-22 20:02:18,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJL7BA7D46E2369,TOKOrvYu,TOKOjtqG,2024-02-22 14:59:32,17,680000,276167.1170749543,403832.8829250457,74800.0,754800.0
NTJL626C0E0173C7,TOKOrvYu,TOKOjtqG,2024-02-22 11:48:31,28,1120000,454863.48694698355,665136.5130530165,123200.0,1243200.0
NTJLB984F9873D9A,TOKOrvYu,TOKOjtqG,2024-02-22 13:33:53,3,120000,48735.373601462525,71264.62639853748,13200.0,133200.0
NTJLCBF97E4E2220,TOKOrvYu,TOKOjtqG,2024-02-22 08:44:08,29,1160000,471108.6114808044,688891.3885191956,127600.0,1287600.0
NTJL1265726EE962,TOKOu8EU,TOKOk3CZ,2024-02-22 14:34:48,14,560000,227431.74347349178,332568.25652650825,61600.0,621600.0
NTJL7CCDFD48D1D6,TOKOu8EU,TOKOk3CZ,2024-02-22 20:34:33,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJL5AFFD82B24CC,TOKOu8EU,TOKOk3CZ,2024-02-22 08:02:10,24,960000,389882.9888117002,570117.0111882999,105600.0,1065600.0
NTJL1CCE68BDC60A,TOKOu8EU,TOKOk3CZ,2024-02-22 10:25:37,1,40000,16245.124533820841,23754.87546617916,4400.0,44400.0
NTJL06881A332348,TOKOeLig,TOKOeLig,2024-02-22 13:40:49,20,660000,599305.4082278481,60694.59177215188,72600.0,732600.0
NTJLA42996F37584,TOKOeLig,TOKOeLig,2024-02-22 09:37:27,21,693000,629270.6786392404,63729.32136075955,76230.0,769230.0
NTJL7FD0B4F3D1EF,TOKOeLig,TOKOeLig,2024-02-22 12:23:39,2,66000,59930.54082278481,6069.459177215191,7260.0,73260.0
NTJL98C94CDA5263,TOKOrvYu,TOKOjtqG,2024-02-22 15:33:32,23,759000,689201.2194620253,69798.78053797467,83490.0,842490.0
NTJL95FB8D3F659D,TOKOrvYu,TOKOjtqG,2024-02-22 19:03:22,7,231000,209756.89287974683,21243.107120253175,25410.0,256410.0
NTJL93A47557FD26,TOKOrvYu,TOKOjtqG,2024-02-22 20:44:17,1,33000,29965.270411392405,3034.7295886075954,3630.0,36630.0
NTJLB896B56B0CC4,TOKOu8EU,TOKOk3CZ,2024-02-22 11:00:12,3,99000,89895.8112341772,9104.188765822793,10890.0,109890.0
NTJL2FD6FA2F898C,TOKOu8EU,TOKOk3CZ,2024-02-22 08:01:12,21,693000,629270.6786392404,63729.32136075955,76230.0,769230.0
NTJL7B109299B14A,TOKOu8EU,TOKOk3CZ,2024-02-22 08:59:06,14,462000,419513.78575949365,42486.21424050635,50820.0,512820.0
NTJL7CBCF2675E12,TOKOeLig,TOKOeLig,2024-02-23 12:02:00,30,1200000,487353.73601462523,712646.2639853747,132000.0,1332000.0
NTJL4798D81482C6,TOKOeLig,TOKOeLig,2024-02-23 09:36:02,4,160000,64980.498135283364,95019.50186471664,17600.0,177600.0
NTJL00C098D59D5D,TOKOrvYu,TOKOjtqG,2024-02-23 15:35:41,26,1040000,422373.2378793419,617626.7621206581,114400.0,1154400.0
NTJLF63E3D7A57DD,TOKOrvYu,TOKOjtqG,2024-02-23 10:37:03,4,160000,64980.498135283364,95019.50186471664,17600.0,177600.0
NTJL6D26F96DE7FC,TOKOrvYu,TOKOjtqG,2024-02-23 10:48:41,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJLA045AC6B975D,TOKOrvYu,TOKOjtqG,2024-02-23 15:27:08,27,1080000,438618.3624131627,641381.6375868373,118800.0,1198800.0
NTJL97222551D2B6,TOKOrvYu,TOKOjtqG,2024-02-23 14:37:59,10,400000,162451.24533820842,237548.75466179158,44000.0,444000.0
NTJLBCB11AE16733,TOKOu8EU,TOKOk3CZ,2024-02-23 12:54:54,29,1160000,471108.6114808044,688891.3885191956,127600.0,1287600.0
NTJL55B2C73FC64B,TOKOu8EU,TOKOk3CZ,2024-02-23 11:52:06,6,240000,97470.74720292505,142529.25279707497,26400.0,266400.0
NTJL8D31F6EC91CD,TOKOu8EU,TOKOk3CZ,2024-02-23 18:01:43,14,560000,227431.74347349178,332568.25652650825,61600.0,621600.0
NTJLA3641A89A055,TOKOu8EU,TOKOk3CZ,2024-02-23 11:55:00,27,1080000,438618.3624131627,641381.6375868373,118800.0,1198800.0
NTJLAD897A74FD0F,TOKOeLig,TOKOeLig,2024-02-23 09:37:59,10,330000,299652.70411392406,30347.29588607594,36300.0,366300.0
NTJL4D4E5328D2ED,TOKOeLig,TOKOeLig,2024-02-23 19:51:09,1,33000,29965.270411392405,3034.7295886075954,3630.0,36630.0
NTJL5048DB1846EE,TOKOrvYu,TOKOjtqG,2024-02-23 19:35:35,15,495000,449479.0561708861,45520.94382911391,54450.0,549450.0
NTJL44C2EAD819BE,TOKOrvYu,TOKOjtqG,2024-02-23 15:45:19,28,924000,839027.5715189873,84972.4284810127,101640.0,1025640.0
NTJLAE55941668BA,TOKOu8EU,TOKOk3CZ,2024-02-23 09:15:40,7,231000,209756.89287974683,21243.107120253175,25410.0,256410.0
NTJL2D2644E961BD,TOKOu8EU,TOKOk3CZ,2024-02-23 18:27:57,1,33000,29965.270411392405,3034.7295886075954,3630.0,36630.0
NTJL10D8B65E94A7,TOKOu8EU,TOKOk3CZ,2024-02-23 16:00:25,1,33000,29965.270411392405,3034.7295886075954,3630.0,36630.0
NTJL3FCF7479D537,TOKOu8EU,TOKOk3CZ,2024-02-23 16:21:14,1,33000,29965.270411392405,3034.7295886075954,3630.0,36630.0
NTJLBE327E8B7ABA,TOKOu8EU,TOKOk3CZ,2024-02-23 19:12:22,2,66000,59930.54082278481,6069.459177215191,7260.0,73260.0
NTJL0ADA9AA0811B,TOKOeLig,TOKOeLig,2024-02-24 14:09:28,22,880000,357392.7397440585,522607.2602559415,96800.0,976800.0
NTJLC00D513D409E,TOKOeLig,TOKOeLig,2024-02-24 19:48:37,15,600000,243676.86800731262,356323.13199268735,66000.0,666000.0
NTJL86115D67CCDA,TOKOeLig,TOKOeLig,2024-02-24 10:12:27,27,1080000,438618.3624131627,641381.6375868373,118800.0,1198800.0
NTJL9F15AC3340BE,TOKOeLig,TOKOeLig,2024-02-24 14:22:26,5,200000,81225.62266910421,118774.37733089579,22000.0,222000.0
NTJLD39907AC4362,TOKOeLig,TOKOeLig,2024-02-24 20:06:27,30,1200000,487353.73601462523,712646.2639853747,132000.0,1332000.0
NTJL7C8AB7E97B75,TOKOrvYu,TOKOjtqG,2024-02-24 09:52:00,28,1120000,454863.48694698355,665136.5130530165,123200.0,1243200.0
NTJL467B8A1562EE,TOKOrvYu,TOKOjtqG,2024-02-24 10:56:27,7,280000,113715.87173674589,166284.12826325413,30800.0,310800.0
NTJL20C7E4E95472,TOKOrvYu,TOKOjtqG,2024-02-24 13:04:05,18,720000,292412.24160877516,427587.75839122484,79200.0,799200.0
NTJL9D8D7615A2A1,TOKOrvYu,TOKOjtqG,2024-02-24 20:54:21,3,120000,48735.373601462525,71264.62639853748,13200.0,133200.0
NTJL07CD38E683A3,TOKOrvYu,TOKOjtqG,2024-02-24 10:53:20,17,680000,276167.1170749543,403832.8829250457,74800.0,754800.0
NTJLFFC6E5A28544,TOKOu8EU,TOKOk3CZ,2024-02-24 10:22:03,12,480000,194941.4944058501,285058.50559414993,52800.0,532800.0
NTJLDA96A2DF16A9,TOKOu8EU,TOKOk3CZ,2024-02-24 10:32:56,19,760000,308657.366142596,451342.633857404,83600.0,843600.0
NTJL4C053FF581B1,TOKOu8EU,TOKOk3CZ,2024-02-24 17:52:49,30,1200000,487353.73601462523,712646.2639853747,132000.0,1332000.0
NTJLB9EB3FF2FCE4,TOKOu8EU,TOKOk3CZ,2024-02-24 10:50:30,24,960000,389882.9888117002,570117.0111882999,105600.0,1065600.0
NTJLB9A591E8B84A,TOKOu8EU,TOKOk3CZ,2024-02-24 18:31:56,25,1000000,406128.11334552104,593871.886654479,110000.0,1110000.0
NTJL903275D9C0B4,TOKOeLig,TOKOeLig,2024-02-24 11:58:37,21,693000,629270.6786392404,63729.32136075955,76230.0,769230.0
NTJL9FC837B45A4C,TOKOeLig,TOKOeLig,2024-02-24 15:12:44,25,825000,749131.7602848101,75868.2397151899,90750.0,915750.0
NTJL246863DA4BC4,TOKOeLig,TOKOeLig,2024-02-24 08:20:41,2,66000,59930.54082278481,6069.459177215191,7260.0,73260.0
NTJLBC597C943B31,TOKOeLig,TOKOeLig,2024-02-24 11:33:19,2,66000,59930.54082278481,6069.459177215191,7260.0,73260.0
NTJL8FEF0C455233,TOKOrvYu,TOKOjtqG,2024-02-24 17:14:58,13,429000,389548.51534810127,39451.48465189873,47190.0,476190.0
NTJL5257462DD1FF,TOKOrvYu,TOKOjtqG,2024-02-24 13:47:46,20,660000,599305.4082278481,60694.59177215188,72600.0,732600.0
NTJL6BEA2CEEB68B,TOKOrvYu,TOKOjtqG,2024-02-24 08:24:11,14,462000,419513.78575949365,42486.21424050635,50820.0,512820.0
NTJLF2D883EFDC12,TOKOu8EU,TOKOk3CZ,2024-02-24 12:37:16,17,561000,509409.59699367086,51590.40300632914,61710.0,622710.0
NTJL3710D95C6CA0,TOKOu8EU,TOKOk3CZ,2024-02-24 10:43:18,30,990000,898958.1123417722,91041.88765822782,108900.0,1098900.0
