ID_TRANSFER_BARANG,ID_USERS_PENGIRIM,ID_USERS_PENERIMA,KD_LOKASI_ASAL,KD_LOKASI_TUJUAN,WAKTU_PESAN_TRANSFER,WAKTU_KIRIM_TRANSFER,WAKTU_SELESAI_TRANSFER,STATUS
TRFRA5577064B968,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-04 07:33:00,2024-03-04 08:33:00,2024-03-04 09:33:00,SELESAI
TRFR0D9B21AAE0F8,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-04 08:51:00,2024-03-04 09:51:00,2024-03-04 10:51:00,SELESAI
TRFR1DC5BFA9BC66,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-05 07:01:00,2024-03-05 08:01:00,2024-03-05 09:01:00,SELESAI
TRFR323E17593569,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-05 07:50:00,2024-03-05 08:50:00,2024-03-05 09:50:00,SELESAI
TRFRBB7F8B26B44B,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-05 07:49:00,2024-03-05 08:49:00,2024-03-05 09:49:00,SELESAI
TRFRE87F0D784816,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-05 08:46:00,2024-03-05 09:46:00,2024-03-05 10:46:00,SELESAI
TRFRB1C951690BDD,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-05 06:13:00,2024-03-05 07:13:00,2024-03-05 08:13:00,SELESAI
TRFR268DE14A97B9,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-05 07:52:00,2024-03-05 08:52:00,2024-03-05 09:52:00,SELESAI
TRFR4D2B027FB237,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-05 08:08:00,2024-03-05 09:08:00,2024-03-05 10:08:00,SELESAI
TRFRC1DCC4C2EC44,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-06 08:17:00,2024-03-06 09:17:00,2024-03-06 10:17:00,SELESAI
TRFR8145EF24D62B,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-06 07:26:00,2024-03-06 08:26:00,2024-03-06 09:26:00,SELESAI
TRFR4FD64CE0FC3C,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-06 08:51:00,2024-03-06 09:51:00,2024-03-06 10:51:00,SELESAI
TRFRA2BE1108A633,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-06 07:59:00,2024-03-06 08:59:00,2024-03-06 09:59:00,SELESAI
TRFR712EACB84E12,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-06 07:32:00,2024-03-06 08:32:00,2024-03-06 09:32:00,SELESAI
TRFR24B38BFC9966,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-07 08:32:00,2024-03-07 09:32:00,2024-03-07 10:32:00,SELESAI
TRFRE2872A33A5B0,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-07 06:24:00,2024-03-07 07:24:00,2024-03-07 08:24:00,SELESAI
TRFREE31DE9E73EA,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-08 07:27:00,2024-03-08 08:27:00,2024-03-08 09:27:00,SELESAI
TRFRD994526CB856,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-08 07:45:00,2024-03-08 08:45:00,2024-03-08 09:45:00,SELESAI
TRFRD7A90A1A8BB3,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-09 08:37:00,2024-03-09 09:37:00,2024-03-09 10:37:00,SELESAI
TRFR8ED99E21A396,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-09 07:42:00,2024-03-09 08:42:00,2024-03-09 09:42:00,SELESAI
TRFR616DCA4AC144,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-09 06:24:00,2024-03-09 07:24:00,2024-03-09 08:24:00,SELESAI
TRFR695569294F50,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-10 07:39:00,2024-03-10 08:39:00,2024-03-10 09:39:00,SELESAI
TRFR051909E5E1EC,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-10 06:39:00,2024-03-10 07:39:00,2024-03-10 08:39:00,SELESAI
TRFR17BF847A58F5,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-10 06:29:00,2024-03-10 07:29:00,2024-03-10 08:29:00,SELESAI
TRFR343190C902C4,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-10 06:33:00,2024-03-10 07:33:00,2024-03-10 08:33:00,SELESAI
TRFR4245C425F7B9,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-10 07:38:00,2024-03-10 08:38:00,2024-03-10 09:38:00,SELESAI
TRFR6431A2CF3598,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-11 06:56:00,2024-03-11 07:56:00,2024-03-11 08:56:00,SELESAI
TRFR4345DC38604B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-11 07:53:00,2024-03-11 08:53:00,2024-03-11 09:53:00,SELESAI
TRFR899918D5F70D,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-11 07:04:00,2024-03-11 08:04:00,2024-03-11 09:04:00,SELESAI
TRFRAD7558B0F618,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-11 06:38:00,2024-03-11 07:38:00,2024-03-11 08:38:00,SELESAI
TRFR7CD742EB54F9,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-11 08:21:00,2024-03-11 09:21:00,2024-03-11 10:21:00,SELESAI
TRFR1AED10508339,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-12 07:45:00,2024-03-12 08:45:00,2024-03-12 09:45:00,SELESAI
TRFR10ECD57DDBF5,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-12 07:52:00,2024-03-12 08:52:00,2024-03-12 09:52:00,SELESAI
TRFR5E4880F9EF8A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-12 06:49:00,2024-03-12 07:49:00,2024-03-12 08:49:00,SELESAI
TRFR1CC5AB668AEE,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-12 06:47:00,2024-03-12 07:47:00,2024-03-12 08:47:00,SELESAI
TRFR5D57F3E40269,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-13 07:52:00,2024-03-13 08:52:00,2024-03-13 09:52:00,SELESAI
TRFR75A59DC8507A,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-13 08:49:00,2024-03-13 09:49:00,2024-03-13 10:49:00,SELESAI
TRFR20E8495374B6,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-13 06:53:00,2024-03-13 07:53:00,2024-03-13 08:53:00,SELESAI
TRFR72EC2316B16B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-13 06:11:00,2024-03-13 07:11:00,2024-03-13 08:11:00,SELESAI
TRFR3A8613913BF7,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-13 07:09:00,2024-03-13 08:09:00,2024-03-13 09:09:00,SELESAI
TRFR6EB6457F6BF3,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-13 08:08:00,2024-03-13 09:08:00,2024-03-13 10:08:00,SELESAI
TRFR088DF45FF69A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-13 07:50:00,2024-03-13 08:50:00,2024-03-13 09:50:00,SELESAI
TRFR228456F5C634,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-13 08:05:00,2024-03-13 09:05:00,2024-03-13 10:05:00,SELESAI
TRFR58BE17EBB542,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-14 08:03:00,2024-03-14 09:03:00,2024-03-14 10:03:00,SELESAI
TRFR273F5DB418CD,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-14 08:54:00,2024-03-14 09:54:00,2024-03-14 10:54:00,SELESAI
TRFR10F9AB8A24B4,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-14 07:54:00,2024-03-14 08:54:00,2024-03-14 09:54:00,SELESAI
TRFR6B6C494D4E9B,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-14 08:51:00,2024-03-14 09:51:00,2024-03-14 10:51:00,SELESAI
TRFRF8E1325C9A33,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-14 06:38:00,2024-03-14 07:38:00,2024-03-14 08:38:00,SELESAI
TRFRE915A4CE5365,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-14 08:23:00,2024-03-14 09:23:00,2024-03-14 10:23:00,SELESAI
TRFR6006EDFD9D5E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-14 06:34:00,2024-03-14 07:34:00,2024-03-14 08:34:00,SELESAI
TRFR748FBBD7F1E8,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-15 07:11:00,2024-03-15 08:11:00,2024-03-15 09:11:00,SELESAI
TRFR050EDC66E797,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-15 06:40:00,2024-03-15 07:40:00,2024-03-15 08:40:00,SELESAI
TRFREE65050031C7,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-15 06:25:00,2024-03-15 07:25:00,2024-03-15 08:25:00,SELESAI
TRFR7050ACE6B62A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-15 06:36:00,2024-03-15 07:36:00,2024-03-15 08:36:00,SELESAI
TRFRCB6C7D8CA64D,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-15 07:39:00,2024-03-15 08:39:00,2024-03-15 09:39:00,SELESAI
TRFR2773752E0558,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-15 07:14:00,2024-03-15 08:14:00,2024-03-15 09:14:00,SELESAI
TRFR02E9F23152B8,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-16 08:51:00,2024-03-16 09:51:00,2024-03-16 10:51:00,SELESAI
TRFR5B626144D3ED,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-16 08:02:00,2024-03-16 09:02:00,2024-03-16 10:02:00,SELESAI
TRFR48658579BC62,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-16 06:12:00,2024-03-16 07:12:00,2024-03-16 08:12:00,SELESAI
TRFRF872F8BDC141,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-16 06:38:00,2024-03-16 07:38:00,2024-03-16 08:38:00,SELESAI
TRFR53A929CDE7EA,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-16 06:39:00,2024-03-16 07:39:00,2024-03-16 08:39:00,SELESAI
TRFR9E06ACDFE298,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-17 08:01:00,2024-03-17 09:01:00,2024-03-17 10:01:00,SELESAI
TRFR91A9F886DD01,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-17 06:15:00,2024-03-17 07:15:00,2024-03-17 08:15:00,SELESAI
TRFRA6CF106D0472,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-17 08:29:00,2024-03-17 09:29:00,2024-03-17 10:29:00,SELESAI
TRFR82D8B29166A7,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-17 07:30:00,2024-03-17 08:30:00,2024-03-17 09:30:00,SELESAI
TRFR6493540A59D7,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-17 08:36:00,2024-03-17 09:36:00,2024-03-17 10:36:00,SELESAI
TRFR2D27714A7A95,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-18 06:49:00,2024-03-18 07:49:00,2024-03-18 08:49:00,SELESAI
TRFR954598CE51E4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-18 08:45:00,2024-03-18 09:45:00,2024-03-18 10:45:00,SELESAI
TRFRF111845851B0,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-18 06:36:00,2024-03-18 07:36:00,2024-03-18 08:36:00,SELESAI
TRFR382ED1359867,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-19 06:19:00,2024-03-19 07:19:00,2024-03-19 08:19:00,SELESAI
TRFR608E7C700E17,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-19 07:47:00,2024-03-19 08:47:00,2024-03-19 09:47:00,SELESAI
TRFR685B1E00AD7C,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-21 07:24:00,2024-03-21 08:24:00,2024-03-21 09:24:00,SELESAI
TRFR083CFAC3B6E1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-21 06:42:00,2024-03-21 07:42:00,2024-03-21 08:42:00,SELESAI
TRFR1F66ED91FC4B,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-21 08:39:00,2024-03-21 09:39:00,2024-03-21 10:39:00,SELESAI
TRFRD8874B52E440,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-21 06:18:00,2024-03-21 07:18:00,2024-03-21 08:18:00,SELESAI
TRFR844D8AA65016,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-23 08:23:00,2024-03-23 09:23:00,2024-03-23 10:23:00,SELESAI
TRFR097F79871FAF,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-24 08:11:00,2024-03-24 09:11:00,2024-03-24 10:11:00,SELESAI
TRFRE6EE1D6BDDF7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-25 06:23:00,2024-03-25 07:23:00,2024-03-25 08:23:00,SELESAI
TRFR9F3724AE67FF,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-25 07:00:00,2024-03-25 08:00:00,2024-03-25 09:00:00,SELESAI
TRFRFB31B3BEABBE,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-26 06:42:00,2024-03-26 07:42:00,2024-03-26 08:42:00,SELESAI
TRFR96B1BE6D4DD9,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-28 06:25:00,2024-03-28 07:25:00,2024-03-28 08:25:00,SELESAI
TRFR7A4756BFF128,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-28 06:25:00,2024-03-28 07:25:00,2024-03-28 08:25:00,SELESAI
TRFRF673DA4B8684,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-28 08:09:00,2024-03-28 09:09:00,2024-03-28 10:09:00,SELESAI
TRFR94C91F0014B4,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-30 06:33:00,2024-03-30 07:33:00,2024-03-30 08:33:00,SELESAI
TRFR92601CA8011E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-31 06:03:00,2024-03-31 07:03:00,2024-03-31 08:03:00,SELESAI
TRFR79A61D177434,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-04-04 07:26:00,2024-04-04 08:26:00,2024-04-04 09:26:00,SELESAI
TRFR8D80CB5A40EA,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-04-05 07:22:00,2024-04-05 08:22:00,2024-04-05 09:22:00,SELESAI
TRFR26D6522A4BFD,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-04-07 07:16:00,2024-04-07 08:16:00,2024-04-07 09:16:00,SELESAI
TRFR4C1F86EEB7F8,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-04-14 06:36:00,2024-04-14 07:36:00,2024-04-14 08:36:00,SELESAI
TRFR8DE3DF3DFA72,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-04-21 08:44:00,2024-04-21 09:44:00,2024-04-21 10:44:00,SELESAI
TRFR7C5CAB936366,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-04-22 07:26:00,2024-04-22 08:26:00,2024-04-22 09:26:00,SELESAI
TRFR446E07E349F4,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-04-22 07:01:00,2024-04-22 08:01:00,2024-04-22 09:01:00,SELESAI
TRFR30D4C3BF9B68,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-04-23 08:42:00,2024-04-23 09:42:00,2024-04-23 10:42:00,SELESAI
TRFR321955B76E75,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-04-25 08:49:00,2024-04-25 09:49:00,2024-04-25 10:49:00,SELESAI
TRFRBF17458CD1BA,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-04-25 07:56:00,2024-04-25 08:56:00,2024-04-25 09:56:00,SELESAI
TRFR1A3E1C93F857,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-04-26 07:47:00,2024-04-26 08:47:00,2024-04-26 09:47:00,SELESAI
TRFR284982B640D6,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-04-28 07:34:00,2024-04-28 08:34:00,2024-04-28 09:34:00,SELESAI
TRFRD58C1AC9E81F,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-04-28 06:49:00,2024-04-28 07:49:00,2024-04-28 08:49:00,SELESAI
TRFRBE5609E3481D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-04-29 07:06:00,2024-04-29 08:06:00,2024-04-29 09:06:00,SELESAI
TRFR94A817FA6D0D,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-01 06:25:00,2024-05-01 07:25:00,2024-05-01 08:25:00,SELESAI
TRFRAE6D97631CE9,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-01 06:41:00,2024-05-01 07:41:00,2024-05-01 08:41:00,SELESAI
TRFRD93C89617990,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-01 06:33:00,2024-05-01 07:33:00,2024-05-01 08:33:00,SELESAI
TRFR2F89FEE803D8,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-01 07:37:00,2024-05-01 08:37:00,2024-05-01 09:37:00,SELESAI
TRFRA0EF64C4F22E,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-01 08:05:00,2024-05-01 09:05:00,2024-05-01 10:05:00,SELESAI
TRFR25D5C1CFD58E,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-03 08:42:00,2024-05-03 09:42:00,2024-05-03 10:42:00,SELESAI
TRFR907FA6529B66,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-03 07:05:00,2024-05-03 08:05:00,2024-05-03 09:05:00,SELESAI
TRFR42C545457571,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-04 06:32:00,2024-05-04 07:32:00,2024-05-04 08:32:00,SELESAI
TRFRAA1809226113,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-05 06:59:00,2024-05-05 07:59:00,2024-05-05 08:59:00,SELESAI
TRFR667ED8C48A2A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-05 07:16:00,2024-05-05 08:16:00,2024-05-05 09:16:00,SELESAI
TRFRF1178A1C96C1,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-06 08:45:00,2024-05-06 09:45:00,2024-05-06 10:45:00,SELESAI
TRFRF082640BAD38,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-07 06:00:00,2024-05-07 07:00:00,2024-05-07 08:00:00,SELESAI
TRFR3DB0BC493563,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-08 08:13:00,2024-05-08 09:13:00,2024-05-08 10:13:00,SELESAI
TRFR1B61474993F0,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-10 06:47:00,2024-05-10 07:47:00,2024-05-10 08:47:00,SELESAI
TRFR195C00AFD332,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-10 08:28:00,2024-05-10 09:28:00,2024-05-10 10:28:00,SELESAI
TRFR58E70C9FC543,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-10 07:09:00,2024-05-10 08:09:00,2024-05-10 09:09:00,SELESAI
TRFR2A78C06BE521,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-10 07:27:00,2024-05-10 08:27:00,2024-05-10 09:27:00,SELESAI
TRFR63D0C156A06B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-10 08:35:00,2024-05-10 09:35:00,2024-05-10 10:35:00,SELESAI
TRFRA039F564E7A1,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-11 07:57:00,2024-05-11 08:57:00,2024-05-11 09:57:00,SELESAI
TRFRE9DD5080918B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-11 07:03:00,2024-05-11 08:03:00,2024-05-11 09:03:00,SELESAI
TRFR316615516F6F,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-11 07:35:00,2024-05-11 08:35:00,2024-05-11 09:35:00,SELESAI
TRFR5E2864D9E578,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-12 08:34:00,2024-05-12 09:34:00,2024-05-12 10:34:00,SELESAI
TRFR551E0CB7B2AE,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-12 07:44:00,2024-05-12 08:44:00,2024-05-12 09:44:00,SELESAI
TRFR8095669FCD16,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-12 08:36:00,2024-05-12 09:36:00,2024-05-12 10:36:00,SELESAI
TRFR9F6C066AF889,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-12 08:01:00,2024-05-12 09:01:00,2024-05-12 10:01:00,SELESAI
TRFR0BFAE4BD2005,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-13 06:13:00,2024-05-13 07:13:00,2024-05-13 08:13:00,SELESAI
TRFR83B87C298167,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-13 08:31:00,2024-05-13 09:31:00,2024-05-13 10:31:00,SELESAI
TRFR5B5D7DB4C201,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-13 07:09:00,2024-05-13 08:09:00,2024-05-13 09:09:00,SELESAI
TRFR422B7BCAC9BE,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-14 06:27:00,2024-05-14 07:27:00,2024-05-14 08:27:00,SELESAI
TRFR670A610F1B94,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-14 08:04:00,2024-05-14 09:04:00,2024-05-14 10:04:00,SELESAI
TRFR9F9C5E7052E6,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-14 08:53:00,2024-05-14 09:53:00,2024-05-14 10:53:00,SELESAI
TRFR17898F5BE3C1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-14 07:23:00,2024-05-14 08:23:00,2024-05-14 09:23:00,SELESAI
TRFR226DCF873AF6,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-14 08:13:00,2024-05-14 09:13:00,2024-05-14 10:13:00,SELESAI
TRFR1101A14D4B6A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-15 08:44:00,2024-05-15 09:44:00,2024-05-15 10:44:00,SELESAI
TRFR6B5E35AAB757,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-15 08:47:00,2024-05-15 09:47:00,2024-05-15 10:47:00,SELESAI
TRFR28D886187862,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-16 08:02:00,2024-05-16 09:02:00,2024-05-16 10:02:00,SELESAI
TRFR57F80C2C2031,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-16 07:18:00,2024-05-16 08:18:00,2024-05-16 09:18:00,SELESAI
TRFR832EF45F1B0A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-16 06:38:00,2024-05-16 07:38:00,2024-05-16 08:38:00,SELESAI
TRFR5D164FA9EEA2,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-16 07:45:00,2024-05-16 08:45:00,2024-05-16 09:45:00,SELESAI
TRFR135B1B4AD638,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-16 07:07:00,2024-05-16 08:07:00,2024-05-16 09:07:00,SELESAI
TRFRCAC3916F19F4,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-17 06:14:00,2024-05-17 07:14:00,2024-05-17 08:14:00,SELESAI
TRFRF5994044E00D,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-17 08:26:00,2024-05-17 09:26:00,2024-05-17 10:26:00,SELESAI
TRFR96BC8552903C,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-18 07:52:00,2024-05-18 08:52:00,2024-05-18 09:52:00,SELESAI
TRFR81CD9B4EE9CF,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-18 07:21:00,2024-05-18 08:21:00,2024-05-18 09:21:00,SELESAI
TRFRE227BD7814F6,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-18 06:37:00,2024-05-18 07:37:00,2024-05-18 08:37:00,SELESAI
TRFR4AAFFDA325DA,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-18 06:43:00,2024-05-18 07:43:00,2024-05-18 08:43:00,SELESAI
TRFRB1F033865A4F,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-18 07:36:00,2024-05-18 08:36:00,2024-05-18 09:36:00,SELESAI
TRFREC4574E2BC33,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-19 08:33:00,2024-05-19 09:33:00,2024-05-19 10:33:00,SELESAI
TRFR7CD11DD66260,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-05-20 06:53:00,2024-05-20 07:53:00,2024-05-20 08:53:00,SELESAI
TRFR6B1140F98BCD,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-21 06:18:00,2024-05-21 07:18:00,2024-05-21 08:18:00,SELESAI
TRFR98359B17C008,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-21 06:24:00,2024-05-21 07:24:00,2024-05-21 08:24:00,SELESAI
TRFRBA3759244CE1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-21 06:42:00,2024-05-21 07:42:00,2024-05-21 08:42:00,SELESAI
TRFR605848B32145,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-22 07:03:00,2024-05-22 08:03:00,2024-05-22 09:03:00,SELESAI
TRFRB1D70E629101,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-22 08:34:00,2024-05-22 09:34:00,2024-05-22 10:34:00,SELESAI
TRFR02B7F23D639C,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-05-22 08:25:00,2024-05-22 09:25:00,2024-05-22 10:25:00,SELESAI
